Sp_Name,SpName,id,order,family,subfamily,tribe,genus,specificEpithet,CMW_sciName,MSW3_sciName,SynonymUsedMDD,X,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,SynonymMatched,Phylo_Name,PhyloName
Limnomys_sibuanus,Limnomys sibuanus,1003550,RODENTIA,MURIDAE,MURINAE,RATTINI,Limnomys,sibuanus,Limnomys sibuanus,Limnomys sibuanus,NA,148,Limnomys_sibuanus_MURIDAE_RODENTIA,Limnomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Limnomys_sibuanus,3,0,sampled,PC11_Muridae,NA,Limnomys_sibuanus,Limnomys sibuanus
Lophuromys_flavopunctatus,Lophuromys flavopunctatus,1002878,RODENTIA,MURIDAE,DEOMYINAE,NA,Lophuromys,flavopunctatus,Lophuromys flavopunctatus,Lophuromys flavopunctatus,NA,149,Lophuromys_flavopunctatus_MURIDAE_RODENTIA,Lophuromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lophuromys_flavopunctatus,6,0,sampled,PC11_Muridae,NA,Lophuromys_flavopunctatus,Lophuromys flavopunctatus
Lophuromys_woosnami,Lophuromys woosnami,1002899,RODENTIA,MURIDAE,DEOMYINAE,NA,Lophuromys,woosnami,Lophuromys woosnami,Lophuromys woosnami,NA,150,Lophuromys_woosnami_MURIDAE_RODENTIA,Lophuromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lophuromys_woosnami,1,0,sampled,PC11_Muridae,NA,Lophuromys_woosnami,Lophuromys woosnami
Mastomys_natalensis,Mastomys natalensis,1003469,RODENTIA,MURIDAE,MURINAE,PRAOMYINI,Mastomys,natalensis,Mastomys natalensis,Mastomys natalensis,NA,153,Mastomys_natalensis_MURIDAE_RODENTIA,Mastomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Mastomys_natalensis,7,0,sampled,PC11_Muridae,NA,Mastomys_natalensis,Mastomys natalensis
Maxomys_alticola,Maxomys alticola,1003555,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,alticola,Maxomys alticola,Maxomys alticola,NA,154,Maxomys_alticola_MURIDAE_RODENTIA,Maxomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Maxomys_alticola,0,0,imputed,PC11_Muridae,NA,Maxomys_alticola,Maxomys alticola
Maxomys_baeodon,Maxomys baeodon,1003556,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,baeodon,Maxomys baeodon,Maxomys baeodon,NA,155,Maxomys_baeodon_MURIDAE_RODENTIA,Maxomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Maxomys_baeodon,0,0,imputed,PC11_Muridae,NA,Maxomys_baeodon,Maxomys baeodon
Maxomys_ochraceiventer,Maxomys ochraceiventer,1003565,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,ochraceiventer,Maxomys ochraceiventer,Maxomys ochraceiventer,NA,156,Maxomys_ochraceiventer_MURIDAE_RODENTIA,Maxomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Maxomys_ochraceiventer,2,0,sampled,PC11_Muridae,NA,Maxomys_ochraceiventer,Maxomys ochraceiventer
Maxomys_rajah,Maxomys rajah,1003568,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,rajah,Maxomys rajah,Maxomys rajah,NA,157,Maxomys_rajah_MURIDAE_RODENTIA,Maxomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Maxomys_rajah,5,0,sampled,PC11_Muridae,NA,Maxomys_rajah,Maxomys rajah
Maxomys_surifer,Maxomys surifer,1003569,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,surifer,Maxomys surifer,Maxomys surifer,NA,158,Maxomys_surifer_MURIDAE_RODENTIA,Maxomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Maxomys_surifer,5,0,sampled,PC11_Muridae,NA,Maxomys_surifer,Maxomys surifer
Maxomys_whiteheadi,Maxomys whiteheadi,1003573,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,whiteheadi,Maxomys whiteheadi,Maxomys whiteheadi,NA,159,Maxomys_whiteheadi_MURIDAE_RODENTIA,Maxomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Maxomys_whiteheadi,5,0,sampled,PC11_Muridae,NA,Maxomys_whiteheadi,Maxomys whiteheadi
Megadontomys_cryophilus,Megadontomys cryophilus,1002260,RODENTIA,CRICETIDAE,NEOTOMINAE,REITHRODONTOMYINI,Megadontomys,cryophilus,Megadontomys cryophilus,Megadontomys cryophilus,NA,160,Megadontomys_cryophilus_CRICETIDAE_RODENTIA,Megadontomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Megadontomys_cryophilus,1,0,sampled,PC12_Cricetidae,NA,Megadontomys_cryophilus,Megadontomys cryophilus
Melanomys_caliginosus,Melanomys caliginosus,1002566,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Melanomys,caliginosus,Melanomys caliginosus,Melanomys caliginosus,NA,161,Melanomys_caliginosus_CRICETIDAE_RODENTIA,Melanomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Melanomys_caliginosus,7,0,sampled,PC12_Cricetidae,NA,Melanomys_caliginosus,Melanomys caliginosus
Mesomys_hispidus,Mesomys hispidus,1001416,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Mesomys,hispidus,Mesomys hispidus,Mesomys hispidus,NA,162,Mesomys_hispidus_ECHIMYIDAE_RODENTIA,Mesomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Mesomys_hispidus,7,0,sampled,PC14_GuineaPigRelated,NA,Mesomys_hispidus,Mesomys hispidus
Microcavia_australis,Microcavia australis,1001202,RODENTIA,CAVIIDAE,CAVIINAE,NA,Microcavia,australis,Microcavia australis,Microcavia australis,NA,163,Microcavia_australis_CAVIIDAE_RODENTIA,Microcavia,CAVIIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Microcavia_australis,2,0,sampled,PC14_GuineaPigRelated,NA,Microcavia_australis,Microcavia australis
Microdipodops_megacephalus,Microdipodops megacephalus,1001909,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Microdipodops,megacephalus,Microdipodops megacephalus,Microdipodops megacephalus,NA,164,Microdipodops_megacephalus_HETEROMYIDAE_RODENTIA,Microdipodops,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microdipodops_megacephalus,2,0,sampled,PC7_Castorimorpha,NA,Microdipodops_megacephalus,Microdipodops megacephalus
Microdipodops_pallidus,Microdipodops pallidus,1001910,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Microdipodops,pallidus,Microdipodops pallidus,Microdipodops pallidus,NA,165,Microdipodops_pallidus_HETEROMYIDAE_RODENTIA,Microdipodops,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microdipodops_pallidus,2,0,sampled,PC7_Castorimorpha,NA,Microdipodops_pallidus,Microdipodops pallidus
Micromys_minutus,Micromys minutus,1003576,RODENTIA,MURIDAE,MURINAE,RATTINI,Micromys,minutus,Micromys minutus,Micromys minutus,NA,166,Micromys_minutus_MURIDAE_RODENTIA,Micromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Micromys_minutus,5,0,sampled,PC11_Muridae,NA,Micromys_minutus,Micromys minutus
Microryzomys_minutus,Microryzomys minutus,1002574,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Microryzomys,minutus,Microryzomys minutus,Microryzomys minutus,NA,167,Microryzomys_minutus_CRICETIDAE_RODENTIA,Microryzomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microryzomys_minutus,5,0,sampled,PC12_Cricetidae,NA,Microryzomys_minutus,Microryzomys minutus
Microsciurus_flaviventer,Microsciurus flaviventer,1001670,RODENTIA,SCIURIDAE,SCIURINAE,SCIURINI,Microsciurus,flaviventer,Microsciurus flaviventer,Microsciurus flaviventer,NA,168,Microsciurus_flaviventer_SCIURIDAE_RODENTIA,Microsciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Microsciurus_flaviventer,4,0,sampled,PC13_SquirrelRelated,NA,Microsciurus_flaviventer,Microsciurus flaviventer
Microtus_agrestis,Microtus agrestis,1002053,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,agrestis,Microtus agrestis,Microtus agrestis,NA,169,Microtus_agrestis_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_agrestis,7,0,sampled,PC12_Cricetidae,NA,Microtus_agrestis,Microtus agrestis
Microtus_californicus,Microtus californicus,1002059,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,californicus,Microtus californicus,Microtus californicus,NA,170,Microtus_californicus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_californicus,3,0,sampled,PC12_Cricetidae,NA,Microtus_californicus,Microtus californicus
Microtus_chrotorrhinus,Microtus chrotorrhinus,1002061,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,chrotorrhinus,Microtus chrotorrhinus,Microtus chrotorrhinus,NA,171,Microtus_chrotorrhinus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_chrotorrhinus,2,0,sampled,PC12_Cricetidae,NA,Microtus_chrotorrhinus,Microtus chrotorrhinus
Microtus_liechtensteini,Microtus liechtensteini,1002078,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,liechtensteini,Microtus liechtensteini,Microtus liechtensteini,NA,172,Microtus_liechtensteini_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_liechtensteini,1,0,sampled,PC12_Cricetidae,NA,Microtus_liechtensteini,Microtus liechtensteini
Microtus_limnophilus,Microtus limnophilus,1002029,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Alexandromys,limnophilus,Alexandromys limnophilus,Alexandromys limnophilus,Alexandromys limnophilus,173,Microtus_limnophilus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_limnophilus,3,0,sampled,PC12_Cricetidae,NA,Microtus_limnophilus,Microtus limnophilus
Microtus_longicaudus,Microtus longicaudus,1002079,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,longicaudus,Microtus longicaudus,Microtus longicaudus,NA,174,Microtus_longicaudus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_longicaudus,5,0,sampled,PC12_Cricetidae,NA,Microtus_longicaudus,Microtus longicaudus
Microtus_mexicanus,Microtus mexicanus,1002083,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,mexicanus,Microtus mexicanus,Microtus mexicanus,NA,175,Microtus_mexicanus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_mexicanus,0,0,imputed,PC12_Cricetidae,NA,Microtus_mexicanus,Microtus mexicanus
Microtus_montanus,Microtus montanus,1002086,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,montanus,Microtus montanus,Microtus montanus,NA,176,Microtus_montanus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_montanus,5,0,sampled,PC12_Cricetidae,NA,Microtus_montanus,Microtus montanus
Microtus_oeconomus,Microtus oeconomus,1002035,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Alexandromys,oeconomus,Alexandromys oeconomus,Alexandromys oeconomus,Alexandromys oeconomus,177,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_oeconomus,4,0,sampled,PC12_Cricetidae,NA,Microtus_oeconomus,Microtus oeconomus
Microtus_pennsylvanicus,Microtus pennsylvanicus,1002096,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,NA,178,Microtus_pennsylvanicus_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_pennsylvanicus,6,0,sampled,PC12_Cricetidae,NA,Microtus_pennsylvanicus,Microtus pennsylvanicus
Microtus_pinetorum,Microtus pinetorum,1002097,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,pinetorum,Microtus pinetorum,Microtus pinetorum,NA,179,Microtus_pinetorum_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_pinetorum,1,0,sampled,PC12_Cricetidae,NA,Microtus_pinetorum,Microtus pinetorum
Microtus_richardsoni,Microtus richardsoni,1002099,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Microtus,richardsoni,Microtus richardsoni,Microtus richardsoni,NA,180,Microtus_richardsoni_CRICETIDAE_RODENTIA,Microtus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Microtus_richardsoni,3,0,sampled,PC12_Cricetidae,NA,Microtus_richardsoni,Microtus richardsoni
Mus_bufo,Mus bufo,1003351,RODENTIA,MURIDAE,MURINAE,MURINI,Mus,bufo,Mus bufo,Mus bufo,NA,181,Mus_bufo_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Mus_bufo,2,0,sampled,PC11_Muridae,NA,Mus_bufo,Mus bufo
Mus_musculoides,Mus musculoides,1003371,RODENTIA,MURIDAE,MURINAE,MURINI,Mus,musculoides,Mus musculoides,Mus musculoides,NA,182,Mus_musculoides_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Mus_musculoides,2,0,sampled,PC11_Muridae,NA,Mus_musculoides,Mus musculoides
Mus_pahari,Mus pahari,1003376,RODENTIA,MURIDAE,MURINAE,MURINI,Mus,pahari,Mus pahari,Mus pahari,NA,183,Mus_pahari_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Mus_pahari,8,0,sampled,PC11_Muridae,NA,Mus_pahari,Mus pahari
Mus_triton,Mus triton,1003388,RODENTIA,MURIDAE,MURINAE,MURINI,Mus,triton,Mus triton,Mus triton,NA,184,Mus_triton_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Mus_triton,2,0,sampled,PC11_Muridae,NA,Mus_triton,Mus triton
Muscardinus_avellanarius,Muscardinus avellanarius,1001530,RODENTIA,GLIRIDAE,LEITHIINAE,NA,Muscardinus,avellanarius,Muscardinus avellanarius,Muscardinus avellanarius,NA,185,Muscardinus_avellanarius_GLIRIDAE_RODENTIA,Muscardinus,GLIRIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Muscardinus_avellanarius,12,0,sampled,PC13_SquirrelRelated,NA,Muscardinus_avellanarius,Muscardinus avellanarius
Myodes_californicus,Myodes californicus,1002161,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Clethrionomys,californicus,Myodes californicus,Clethrionomys californicus,Clethrionomys californicus,187,Myodes_californicus_CRICETIDAE_RODENTIA,Myodes,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Myodes_californicus,1,0,sampled,PC12_Cricetidae,NA,Myodes_californicus,Myodes californicus
Myodes_gapperi,Myodes gapperi,1002163,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Clethrionomys,gapperi,Myodes gapperi,Clethrionomys gapperi,Clethrionomys gapperi,188,Myodes_gapperi_CRICETIDAE_RODENTIA,Myodes,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Myodes_gapperi,7,0,sampled,PC12_Cricetidae,NA,Myodes_gapperi,Myodes gapperi
Myodes_glareolus,Myodes glareolus,1002164,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Clethrionomys,glareolus,Myodes glareolus,Clethrionomys glareolus,Clethrionomys glareolus,189,Myodes_glareolus_CRICETIDAE_RODENTIA,Myodes,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Myodes_glareolus,9,0,sampled,PC12_Cricetidae,NA,Myodes_glareolus,Myodes glareolus
Napaeozapus_insignis,Napaeozapus insignis,1002013,RODENTIA,ZAPODIDAE,NA,NA,Napaeozapus,insignis,Napaeozapus insignis,Napaeozapus insignis,NA,191,Napaeozapus_insignis_DIPODIDAE_RODENTIA,Napaeozapus,DIPODIDAE,RODENTIA,Mouse-related,Euarchontoglires,Napaeozapus_insignis,14,0,sampled,PC8_Dipodidae,NA,Napaeozapus_insignis,Napaeozapus insignis
Neacomys_musseri,Neacomys musseri,1002582,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Neacomys,musseri,Neacomys musseri,Neacomys musseri,NA,192,Neacomys_musseri_CRICETIDAE_RODENTIA,Neacomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neacomys_musseri,2,0,sampled,PC12_Cricetidae,NA,Neacomys_musseri,Neacomys musseri
Neacomys_spinosus,Neacomys spinosus,1002586,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Neacomys,spinosus,Neacomys spinosus,Neacomys spinosus,NA,193,Neacomys_spinosus_CRICETIDAE_RODENTIA,Neacomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neacomys_spinosus,7,0,sampled,PC12_Cricetidae,NA,Neacomys_spinosus,Neacomys spinosus
Necromys_lactens,Necromys lactens,1002446,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Necromys,lactens,Necromys lactens,Necromys lactens,NA,194,Necromys_lactens_CRICETIDAE_RODENTIA,Necromys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Necromys_lactens,2,0,sampled,PC12_Cricetidae,NA,Necromys_lactens,Necromys lactens
Necromys_lenguarum,Necromys lenguarum,1002448,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Necromys,lenguarum,NA,Necromys lenguarum,NA,195,Necromys_lenguarum_CRICETIDAE_RODENTIA,Necromys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Necromys_lenguarum,1,0,sampled,PC12_Cricetidae,NA,Necromys_lenguarum,Necromys lenguarum
Nectomys_apicalis,Nectomys apicalis,1002591,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Nectomys,apicalis,Nectomys apicalis,Nectomys apicalis,NA,196,Nectomys_apicalis_CRICETIDAE_RODENTIA,Nectomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Nectomys_apicalis,5,0,sampled,PC12_Cricetidae,NA,Nectomys_apicalis,Nectomys apicalis
Nectomys_squamipes,Nectomys squamipes,1002596,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Nectomys,squamipes,Nectomys squamipes,Nectomys squamipes,NA,197,Nectomys_squamipes_CRICETIDAE_RODENTIA,Nectomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Nectomys_squamipes,9,0,sampled,PC12_Cricetidae,NA,Nectomys_squamipes,Nectomys squamipes
Neodon_irene,Neodon irene,1002114,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Neodon,irene,Neodon irene,Neodon irene,NA,198,Neodon_irene_CRICETIDAE_RODENTIA,Neodon,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neodon_irene,7,0,sampled,PC12_Cricetidae,NA,Neodon_irene,Neodon irene
Neodon_sikimensis,Neodon sikimensis,1002120,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Neodon,sikimensis,Neodon sikimensis,Neodon sikimensis,NA,199,Neodon_sikimensis_CRICETIDAE_RODENTIA,Neodon,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neodon_sikimensis,1,0,sampled,PC12_Cricetidae,NA,Neodon_sikimensis,Neodon sikimensis
Neotoma_albigula,Neotoma albigula,1002226,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,albigula,Neotoma albigula,Neotoma albigula,NA,200,Neotoma_albigula_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_albigula,2,0,sampled,PC12_Cricetidae,NA,Neotoma_albigula,Neotoma albigula
Neotoma_bryanti,Neotoma bryanti,1002228,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,bryanti,Neotoma bryanti,Neotoma bryanti,NA,201,Neotoma_bryanti_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_bryanti,4,0,sampled,PC12_Cricetidae,NA,Neotoma_bryanti,Neotoma bryanti
Neotoma_cinerea,Neotoma cinerea,1002230,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,cinerea,Neotoma cinerea,Neotoma cinerea,NA,202,Neotoma_cinerea_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_cinerea,3,0,sampled,PC12_Cricetidae,NA,Neotoma_cinerea,Neotoma cinerea
Neotoma_fuscipes,Neotoma fuscipes,1002234,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,fuscipes,Neotoma fuscipes,Neotoma fuscipes,NA,203,Neotoma_fuscipes_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_fuscipes,3,0,sampled,PC12_Cricetidae,NA,Neotoma_fuscipes,Neotoma fuscipes
Neotoma_lepida,Neotoma lepida,1002237,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,lepida,Neotoma lepida,Neotoma lepida,NA,204,Neotoma_lepida_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_lepida,2,0,sampled,PC12_Cricetidae,NA,Neotoma_lepida,Neotoma lepida
Neotoma_macrotis,Neotoma macrotis,1002239,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,macrotis,Neotoma macrotis,Neotoma macrotis,NA,205,Neotoma_macrotis_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_macrotis,1,0,sampled,PC12_Cricetidae,NA,Neotoma_macrotis,Neotoma macrotis
Neotoma_magister,Neotoma magister,1002240,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,magister,Neotoma magister,Neotoma magister,NA,206,Neotoma_magister_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_magister,1,0,sampled,PC12_Cricetidae,NA,Neotoma_magister,Neotoma magister
Neotoma_mexicana,Neotoma mexicana,1002242,RODENTIA,CRICETIDAE,NEOTOMINAE,NEOTOMINI,Neotoma,mexicana,Neotoma mexicana,Neotoma mexicana,NA,207,Neotoma_mexicana_CRICETIDAE_RODENTIA,Neotoma,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neotoma_mexicana,3,0,sampled,PC12_Cricetidae,NA,Neotoma_mexicana,Neotoma mexicana
Nephelomys_albigularis,Nephelomys albigularis,1002597,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Nephelomys,albigularis,Nephelomys albigularis,Oryzomys albigularis,NA,208,Nephelomys_albigularis_CRICETIDAE_RODENTIA,Nephelomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Nephelomys_albigularis,Nephelomys albigularis
Nephelomys_keaysi,Nephelomys keaysi,1002602,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Nephelomys,keaysi,Nephelomys keaysi,Oryzomys keaysi,NA,209,Nephelomys_keaysi_CRICETIDAE_RODENTIA,Nephelomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Nephelomys_keaysi,Nephelomys keaysi
Nephelomys_levipes,Nephelomys levipes,1002603,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Nephelomys,levipes,Nephelomys levipes,Oryzomys levipes,NA,210,Nephelomys_levipes_CRICETIDAE_RODENTIA,Nephelomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Nephelomys_levipes,Nephelomys levipes
Neusticomys_peruviensis,Neusticomys peruviensis,1002497,RODENTIA,CRICETIDAE,SIGMODONTINAE,ICHTHYOMYINI,Neusticomys,peruviensis,Neusticomys peruviensis,Neusticomys peruviensis,NA,211,Neusticomys_peruviensis_CRICETIDAE_RODENTIA,Neusticomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neusticomys_peruviensis,0,0,imputed,PC12_Cricetidae,NA,Neusticomys_peruviensis,Neusticomys peruviensis
Niviventer_andersoni,Niviventer andersoni,1003580,RODENTIA,MURIDAE,MURINAE,RATTINI,Niviventer,andersoni,Niviventer andersoni,Niviventer andersoni,NA,212,Niviventer_andersoni_MURIDAE_RODENTIA,Niviventer,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Niviventer_andersoni,2,0,sampled,PC11_Muridae,NA,Niviventer_andersoni,Niviventer andersoni
Niviventer_confucianus,Niviventer confucianus,1003584,RODENTIA,MURIDAE,MURINAE,RATTINI,Niviventer,confucianus,Niviventer confucianus,Niviventer confucianus,NA,213,Niviventer_confucianus_MURIDAE_RODENTIA,Niviventer,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Niviventer_confucianus,7,0,sampled,PC11_Muridae,NA,Niviventer_confucianus,Niviventer confucianus
Niviventer_cremoriventer,Niviventer cremoriventer,1003586,RODENTIA,MURIDAE,MURINAE,RATTINI,Niviventer,cremoriventer,Niviventer cremoriventer,Niviventer cremoriventer,NA,214,Niviventer_cremoriventer_MURIDAE_RODENTIA,Niviventer,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Niviventer_cremoriventer,8,0,sampled,PC11_Muridae,NA,Niviventer_cremoriventer,Niviventer cremoriventer
Niviventer_eha,Niviventer eha,1003588,RODENTIA,MURIDAE,MURINAE,RATTINI,Niviventer,eha,Niviventer eha,Niviventer eha,NA,215,Niviventer_eha_MURIDAE_RODENTIA,Niviventer,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Niviventer_eha,1,0,sampled,PC11_Muridae,NA,Niviventer_eha,Niviventer eha
Niviventer_excelsior,Niviventer excelsior,1003589,RODENTIA,MURIDAE,MURINAE,RATTINI,Niviventer,excelsior,Niviventer excelsior,Niviventer excelsior,NA,216,Niviventer_excelsior_MURIDAE_RODENTIA,Niviventer,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Niviventer_excelsior,6,0,sampled,PC11_Muridae,NA,Niviventer_excelsior,Niviventer excelsior
