,Sp_Name,SpName,MDD_id,order,family,subfamily,tribe,genus,specificEpithet,CMW_sciName,MSW3_sciName.x,CheekPouch,CheekPouchSource,SynonymUsedMDD,MSW3_sciName.y,MSW3_ID,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,DietFillSource,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,ActivityFillSource,Activity.Source,Activity.Certainty,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel,SynonymUsedElt,Order,Family,Genus,Body_mass_g,MassFillSource,Adult_svl_cm,Litter_clutch_size,Diel_activity,Habitat_breadth_IUCN,Forest,Savanna,Shrubland,Grassland,Wetland,Rocky.areas,Caves.and.subterranean,Desert,Marine,Marine.intertidal.or.coastal.supratidal,Artificial,Introduced.vegetation,Other.Unknown,HabitatFillSource,SynonymUsedEtard,HBL,TL,HFL,EL,WT,RTL,RHFL,REL,ExtMsmtsFillSource,Habitat,H.source,Life.mode,Life.modeFillSource,Saltation,SaltationFillSource,SynonymUsedAlhajeri,,,
126,Heteromys_nubicolens,Heteromys nubicolens,1001920,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,nubicolens,Heteromys nubicolens,NA,1,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,30,70,"based on H.desmarestianus, which it was decribed from",NA,NA,NA,NA,1,0,0,GV,NA,NA,NA,NA,NA,none,RODENTIA,HETEROMYIDAE,Heteromys,86.6,8,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,none found,146.4,174.8,38.7,17.8,86.6,1.19,0.26,0.12,8,Forest,Anderson and Timm 2006,Terrestrial,8,S2,GV,,,,
127,Heteromys_pictus,Heteromys pictus,1001923,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,pictus,Heteromys pictus,Liomys pictus,1,,NA,Liomys pictus,1253,Heteromyidae,0,0,0,0,0,0,0,0,50,50,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,40,Ref_117,1,Liomys pictus,RODENTIA,HETEROMYIDAE,Heteromys,43.28,,11.413,3.6275,Nocturnal,2,1,0,1,0,0,0,0,0,0,0,0,0,0,12,Liomys pictus,110,114,27,15,38,1.04,0.25,0.14,,Forest,Map,Terrestrial,,S2,,,,,
128,Heteromys_salvini,Heteromys salvini,1001924,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,salvini,Heteromys salvini,Liomys salvini,1,,NA,Liomys salvini,1252,Heteromyidae,0,0,0,0,0,0,0,0,50,50,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,42,Ref_117,1,Liomys salvini,RODENTIA,HETEROMYIDAE,Heteromys,42,,10.797,3.625,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,Liomys salvini,109,109,26,14,41,1,0.24,0.13,,Forest,IUCN,Terrestrial,,S2,,,,,
129,Holochilus_chacarius,Holochilus chacarius,1002548,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Holochilus,chacarius,Holochilus chacarius,Holochilus chacarius,0,,NA,Holochilus chacarius,1772,Cricetidae,10,0,0,0,0,0,0,0,0,90,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,204,Ref_117,1,,RODENTIA,CRICETIDAE,Holochilus,179.5,,21.1,3.44,Other,3,0,0,1,0,1,0,0,0,0,0,0,0,0,,,156,150,36,19,116,0.96,0.23,0.12,,Forest,Map,Terrestrial,,S0,,,,,
130,Holochilus_sciureus,Holochilus sciureus,1002550,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Holochilus,sciureus,Holochilus sciureus,Holochilus sciureus,0,,NA,Holochilus sciureus,1773,Cricetidae,10,0,0,0,0,0,0,0,0,90,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,170.96,Ref_117,1,,RODENTIA,CRICETIDAE,Holochilus,145.69,,NA,4.06,Other,3,0,0,0,1,1,0,0,0,0,0,0,0,0,,,201,165,44,20,NA,0.82,0.22,0.10,,Forest,Map,Terrestrial,,S0,,,,,
131,Hybomys_lunaris,Hybomys lunaris,1003082,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Hybomys,lunaris,Hybomys lunaris,Hybomys lunaris,0,,NA,Hybomys lunaris,2360,Muridae,40,0,0,0,0,0,40,0,0,20,,Ref_1,ABC,G,A,0,0,1,,Ref_1,ABC,54.1,Ref_178,2,,RODENTIA,MURIDAE,Hybomys,53.13,,15,2.4,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,108,115,25,17,NA,1.06,0.23,0.16,,Forest,IUCN,Terrestrial,,S0,,,,,
133,Hylaeamys_perenensis,Hylaeamys perenensis,1002557,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Hylaeamys,perenensis,Hylaeamys perenensis,Oryzomys perenensis,0,,NA,Oryzomys perenensis,1854,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_2,D1,G,A,1,1,1,,Ref_1,ABC,57.93,"Ref_2, Ref_3",0,Oryzomys perenensis,RODENTIA,CRICETIDAE,Hylaeamys,46.25861204,,NA,NA,NA,5,1,0,0,1,1,0,0,0,0,0,1,0,0,12,,136,126,32,21,NA,0.93,0.24,0.15,,Forest,Map,Terrestrial,,S0,,,,,
134,Hylaeamys_yunganus,Hylaeamys yunganus,1002560,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Hylaeamys,yunganus,Hylaeamys yunganus,Oryzomys yunganus,0,,NA,Oryzomys yunganus,1856,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,60.5,Ref_117,1,Oryzomys yunganus,RODENTIA,CRICETIDAE,Hylaeamys,60.5005,,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,1,0,0,12,,115,102,28,18,39,0.89,0.24,0.16,,Forest,Map,Terrestrial,,S0,,,,,
135,Hylomyscus_denniae,Hylomyscus denniae,1003448,RODENTIA,MURIDAE,MURINAE,PRAOMYINI,Hylomyscus,denniae,Hylomyscus denniae,Hylomyscus denniae,0,,NA,Hylomyscus denniae,2374,Muridae,10,0,0,0,0,0,60,0,0,30,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,36,Ref_117,1,,RODENTIA,MURIDAE,Hylomyscus,35.995,,12,4.61,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,102,136,21,20,32,1.33,0.21,0.20,,Forest,IUCN,Arboreal,,S0,,,,,
136,Hylopetes_alboniger,Hylopetes alboniger,1001623,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Hylopetes,alboniger,Hylopetes alboniger,Hylopetes alboniger,0,,NA,Hylopetes alboniger,904,Sciuridae,20,0,20,0,0,0,0,0,20,40,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,255.38,Ref_117,1,,RODENTIA,SCIURIDAE,Hylopetes,247.69,,20,2.28,Nocturnal,4,1,0,1,0,0,0,0,0,0,0,0,0,0,,,212,192,39,31,NA,0.91,0.18,0.15,,Forest,Map,Arboreal,,S0,,,,,
137,Hylopetes_platyurus,Hylopetes platyurus,1001628,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Hylopetes,platyurus,Hylopetes platyurus,Hylopetes platyurus,0,,NA,Hylopetes platyurus,900,Sciuridae,20,0,20,0,0,0,0,0,20,40,,Ref_2,D1,Ar,A,1,0,0,,Ref_1,ABC,56.98,Ref_58,1,,RODENTIA,SCIURIDAE,Hylopetes,58.555,,13.4,2,Nocturnal,4,1,0,0,0,0,0,0,0,0,0,1,0,0,,,125,119,30,19,NA,0.95,0.24,0.15,IR,Forest,Map,Arboreal,,S0,,,,,
138,Hylopetes_spadiceus,Hylopetes spadiceus,1001631,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Hylopetes,spadiceus,Hylopetes spadiceus,Hylopetes spadiceus,0,,NA,Hylopetes spadiceus,898,Sciuridae,20,0,20,0,0,0,0,0,20,40,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,84.25,Ref_117,1,,RODENTIA,SCIURIDAE,Hylopetes,103.05,,25.569,NA,Nocturnal,4,1,0,1,0,0,0,0,0,0,0,1,0,0,,,170,159,32,23,118,0.94,0.19,0.14,IR,Forest,Map,Arboreal,,S0,,,,,
140,Iomys_horsfieldii,Iomys horsfieldii,1001633,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Iomys,horsfieldii,Iomys horsfieldii,Iomys horsfieldii,0,,NA,Iomys horsfieldii,906,Sciuridae,20,0,20,0,0,0,0,0,20,40,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,155.5,Ref_58,1,,RODENTIA,SCIURIDAE,Iomys,155.625,,18.9,2.575,Nocturnal,3,1,0,1,0,0,0,0,0,0,0,1,0,0,,,198,184,36,25,175,0.93,0.18,0.13,IR,Forest,Map,Arboreal,,S0,,,,,
141,Isothrix_barbarabrownae,Isothrix barbarabrownae,1001404,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,barbarabrownae,Isothrix barbarabrownae,NA,0,,NA,NA,NA,NA,0,0,0,0,0,0,30,0,20,50,GV,NA,NA,NA,NA,1,0,0,4,NA,NA,NA,NA,NA,none,RODENTIA,ECHIMYIDAE,Isothrix,187,5,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,183,216,42,15,187,1.18,0.23,0.08,5,Forest,IUCN filled,Arboreal,GV,S0,GV,,,,
142,Juliomys_rimofrons,Juliomys rimofrons,1002511,RODENTIA,CRICETIDAE,SIGMODONTINAE,WIEDOMYINI,Juliomys,rimofrons,Juliomys rimofrons,Juliomys rimofrons,0,,NA,Juliomys rimofrons,1780,Cricetidae,0,0,0,0,0,0,40,0,0,60,,Ref_2,D1,G,A,1,0,0,,Ref_3,D2,19.8,Ref_156,1,,RODENTIA,CRICETIDAE,Juliomys,21.35,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,91,102,22,15,NA,1.12,0.24,0.16,,Forest,IUCN,Terrestrial,,S0,,,,,
143,Kannabateomys_amblyonyx,Kannabateomys amblyonyx,1001410,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Kannabateomys,amblyonyx,Kannabateomys amblyonyx,Kannabateomys amblyonyx,0,,NA,Kannabateomys amblyonyx,3006,Echimyidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,600,Ref_117,1,,RODENTIA,ECHIMYIDAE,Kannabateomys,599.99,,25,1,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,247,322,23,17,475,1.3,0.09,0.07,IR,Forest,IUCN,Arboreal,,S0,,,,,
146,Lariscus_hosei,Lariscus hosei,1001561,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Lariscus,hosei,Lariscus hosei,Lariscus hosei,0,,NA,Lariscus hosei,982,Sciuridae,0,0,0,0,0,0,50,0,50,0,,Ref_1,ABC,G,A,0,0,1,,Ref_1,ABC,180,Ref_117,1,,RODENTIA,SCIURIDAE,Lariscus,180,,18.25,1.955,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,182,126,44,14,180,0.69,0.24,0.08,,Forest,IUCN,Terrestrial,,S0,,,,,
147,Lasiopodomys_fuscus,Lasiopodomys fuscus,1002113,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Neodon,fuscus,Neodon fuscus,Neodon fuscus,0,,Neodon fuscus,Neodon fuscus,1481,Cricetidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,0,0,1,,Ref_1,ABC,42.5,Ref_117,1,,RODENTIA,CRICETIDAE,Lasiopodomys,42.5,,NA,NA,Other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,130,26,20,16,44,0.2,0.15,0.12,,Grassland,IUCN,Terrestrial,,S0,,,,,
148,Lemmiscus_curtatus,Lemmiscus curtatus,1002050,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Lemmiscus,curtatus,Lemmiscus curtatus,Lemmiscus curtatus,0,,NA,Lemmiscus curtatus,1483,Cricetidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,1,0,,Ref_1,ABC,28.27,Ref_117,1,,RODENTIA,CRICETIDAE,Lemmiscus,28.27,,11.4,5.36,Nocturnal,4,0,0,1,1,0,0,0,0,0,0,0,0,0,,,94,19,16,10,15,0.2,0.17,0.11,,Grassland,Map,Terrestrial,,S0,,,,,
149,Lemniscomys_striatus,Lemniscomys striatus,1003095,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Lemniscomys,striatus,Lemniscomys striatus,Lemniscomys striatus,0,,NA,Lemniscomys striatus,2393,Muridae,10,0,0,0,0,0,0,0,30,60,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,38.13,Ref_117,1,,RODENTIA,MURIDAE,Lemniscomys,42.3,,12.1395,4.59,Nocturnal,10,1,1,1,1,0,0,0,0,0,0,1,0,0,,,122,128,28,16,45,1.05,0.23,0.13,,Savanna,Map,Terrestrial,,S0,,,,,
150,Lenothrix_canus,Lenothrix canus,1003539,RODENTIA,MURIDAE,MURINAE,RATTINI,Lenothrix,cana,Lenothrix cana,Lenothrix cana,0,,Lenothrix cana,Lenothrix cana,2398,Muridae,10,0,0,0,0,0,10,0,20,60,,Ref_3,D2,Ar,A,1,0,0,,Ref_3,D2,135,Ref_117,1,,RODENTIA,MURIDAE,Lenothrix,142.5,,20.625,2.91,Nocturnal,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,,192,230,34,24,150,1.2,0.18,0.13,IR,Forest,Map,Arboreal,,S0,,,,,
151,Leopoldamys_edwardsi,Leopoldamys edwardsi,1003542,RODENTIA,MURIDAE,MURINAE,RATTINI,Leopoldamys,edwardsi,Leopoldamys edwardsi,Leopoldamys edwardsi,0,,NA,Leopoldamys edwardsi,2400,Muridae,50,0,0,0,0,0,0,0,0,50,,Ref_1,ABC,G,A,1,0,0,,Ref_3,D2,300,Ref_117,1,,RODENTIA,MURIDAE,Leopoldamys,304.41,,25.301,1.94,Nocturnal,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,242,318,46,30,NA,1.31,0.19,0.12,,Forest,IUCN,Terrestrial,,S0,,,,,
152,Leopoldamys_neilli,Leopoldamys neilli,1003546,RODENTIA,MURIDAE,MURINAE,RATTINI,Leopoldamys,neilli,Leopoldamys neilli,Leopoldamys neilli,0,,NA,Leopoldamys neilli,2404,Muridae,50,0,0,0,0,0,0,0,0,50,,Ref_1,ABC,G,A,1,0,0,,Ref_3,D2,219,Ref_117,1,,RODENTIA,MURIDAE,Leopoldamys,298.755,,21.505,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,218,270,42,27,220,1.24,0.19,0.12,,Forest,IUCN,Terrestrial,,S0,,,,,
153,Leopoldamys_sabanus,Leopoldamys sabanus,1003547,RODENTIA,MURIDAE,MURINAE,RATTINI,Leopoldamys,sabanus,Leopoldamys sabanus,Leopoldamys sabanus,0,,NA,Leopoldamys sabanus,2401,Muridae,50,0,0,0,0,0,0,0,0,50,,Ref_1,ABC,G,A,1,0,0,,Ref_3,D2,338.33,Ref_117,1,,RODENTIA,MURIDAE,Leopoldamys,342.97,,22.841,3.33,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,238,319,49,23,NA,1.34,0.21,0.10,,Forest,IUCN,Terrestrial,,S0,,,,,
154,Limnomys_bryophilus,Limnomys bryophilus,1003549,RODENTIA,MURIDAE,MURINAE,RATTINI,Limnomys,bryophilus,Limnomys bryophilus,Limnomys bryophilus,0,,NA,Limnomys bryophilus,2411,Muridae,10,0,0,0,0,0,10,0,20,60,,Ref_3,D2,S,A,1,0,0,,Ref_3,D2,64.1,Ref_158,1,,RODENTIA,MURIDAE,Limnomys,64.285,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,130,170,33,22,64,1.31,0.25,0.17,,Forest,IUCN,Scansorial,,S0,,,,,
155,Limnomys_sibuanus,Limnomys sibuanus,1003550,RODENTIA,MURIDAE,MURINAE,RATTINI,Limnomys,sibuanus,Limnomys sibuanus,Limnomys sibuanus,0,,NA,Limnomys sibuanus,2410,Muridae,10,0,0,0,0,0,10,0,20,60,,Ref_3,D2,S,A,1,0,0,,Ref_3,D2,60,Ref_157,1,,RODENTIA,MURIDAE,Limnomys,62.235,,12.691,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,127,156,30,21,64,1.23,0.24,0.17,,Forest,IUCN,Scansorial,,S0,,,,,
156,Lophuromys_flavopunctatus,Lophuromys flavopunctatus,1002878,RODENTIA,MURIDAE,DEOMYINAE,NA,Lophuromys,flavopunctatus,Lophuromys flavopunctatus,Lophuromys flavopunctatus,0,,NA,Lophuromys flavopunctatus,2081,Muridae,80,0,10,0,0,0,0,0,0,10,,Ref_1,ABC,G,A,0,0,1,,Ref_1,ABC,60,Ref_117,1,,RODENTIA,MURIDAE,Lophuromys,57.07,,14.105,2.3025,Other,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,,129,72,23,16,NA,0.56,0.18,0.12,,Forest,Map,Terrestrial,,S0,,,,,
157,Lophuromys_woosnami,Lophuromys woosnami,1002899,RODENTIA,MURIDAE,DEOMYINAE,NA,Lophuromys,woosnami,Lophuromys woosnami,Lophuromys woosnami,0,,NA,Lophuromys woosnami,2086,Muridae,80,0,10,0,0,0,0,0,0,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,42.15,Ref_117,1,,RODENTIA,MURIDAE,Lophuromys,42.145,,16,1.8525,Nocturnal,3,1,0,1,0,0,1,0,0,0,0,0,0,0,,,121,123,26,23,47,1.02,0.21,0.19,,Forest,Map,Terrestrial,,S0,,,,,
160,Mastomys_natalensis,Mastomys natalensis,1003469,RODENTIA,MURIDAE,MURINAE,PRAOMYINI,Mastomys,natalensis,Mastomys natalensis,Mastomys natalensis,0,,NA,Mastomys natalensis,2432,Muridae,80,0,0,0,0,0,0,0,0,20,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,54.54,Ref_117,1,,RODENTIA,MURIDAE,Mastomys,41.85,,12.4,8.9125,Nocturnal,10,0,1,1,0,0,0,0,0,0,0,1,0,0,,,113,104,23,17,39,0.92,0.2,0.15,,Savanna,Map,Terrestrial,,S0,,,,,
161,Maxomys_alticola,Maxomys alticola,1003555,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,alticola,Maxomys alticola,Maxomys alticola,0,,NA,Maxomys alticola,2440,Muridae,10,0,0,0,10,0,30,0,20,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,90,Ref_117,1,,RODENTIA,MURIDAE,Maxomys,124.48,,20.125,NA,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,158,154,33,19,90,0.97,0.21,0.12,,Forest,IUCN,Terrestrial,,S0,,,,,
162,Maxomys_baeodon,Maxomys baeodon,1003556,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,baeodon,Maxomys baeodon,Maxomys baeodon,0,,NA,Maxomys baeodon,2441,Muridae,10,0,0,0,10,0,30,0,20,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,69.8,Ref_117,1,,RODENTIA,MURIDAE,Maxomys,114.38,,20.125,NA,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,132,138,28,17,63,1.05,0.21,0.13,,Forest,IUCN,Terrestrial,,S0,,,,,
163,Maxomys_ochraceiventer,Maxomys ochraceiventer,1003565,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,ochraceiventer,Maxomys ochraceiventer,Maxomys ochraceiventer,0,,NA,Maxomys ochraceiventer,2449,Muridae,10,0,0,0,10,0,30,0,20,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,97,Ref_117,1,,RODENTIA,MURIDAE,Maxomys,127.98,,20.125,NA,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,156,152,32,22,97,0.97,0.21,0.14,,Forest,IUCN,Terrestrial,,S0,,,,,
164,Maxomys_rajah,Maxomys rajah,1003568,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,rajah,Maxomys rajah,Maxomys rajah,0,,NA,Maxomys rajah,2452,Muridae,10,0,0,0,10,0,30,0,20,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,150.25,Ref_117,1,,RODENTIA,MURIDAE,Maxomys,150.125,,20.125,3.29,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,182,179,38,23,NA,0.98,0.21,0.13,,Forest,IUCN,Terrestrial,,S0,,,,,
165,Maxomys_surifer,Maxomys surifer,1003569,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,surifer,Maxomys surifer,Maxomys surifer,0,,NA,Maxomys surifer,2453,Muridae,10,0,0,0,10,0,30,0,20,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,150.37,Ref_117,1,,RODENTIA,MURIDAE,Maxomys,150.425,,20.125,3.54,Nocturnal,4,1,0,0,0,0,0,0,0,0,0,1,0,0,,,192,167,42,25,NA,0.87,0.22,0.13,,Forest,Map,Terrestrial,,S0,,,,,
166,Maxomys_whiteheadi,Maxomys whiteheadi,1003573,RODENTIA,MURIDAE,MURINAE,RATTINI,Maxomys,whiteheadi,Maxomys whiteheadi,Maxomys whiteheadi,0,,NA,Maxomys whiteheadi,2447,Muridae,10,0,0,0,10,0,30,0,20,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,56.01,Ref_117,1,,RODENTIA,MURIDAE,Maxomys,55.17,,20.125,3,Nocturnal,4,1,0,0,0,0,0,0,0,0,0,1,0,0,,,141,120,31,19,NA,0.85,0.22,0.13,,Forest,Map,Terrestrial,,S0,,,,,
167,Megadontomys_cryophilus,Megadontomys cryophilus,1002260,RODENTIA,CRICETIDAE,NEOTOMINAE,REITHRODONTOMYINI,Megadontomys,cryophilus,Megadontomys cryophilus,Megadontomys cryophilus,0,,NA,Megadontomys cryophilus,1549,Cricetidae,0,0,0,0,0,0,80,0,0,20,,Ref_1,ABC,G,A,1,0,0,,Ref_3,D2,76.56,Ref_178,2,,RODENTIA,CRICETIDAE,Megadontomys,66.78,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,154,172,32,20,57,1.12,0.21,0.13,,Forest,IUCN,Terrestrial,,S0,,,,,
168,Melanomys_caliginosus,Melanomys caliginosus,1002566,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Melanomys,caliginosus,Melanomys caliginosus,Melanomys caliginosus,0,,NA,Melanomys caliginosus,1655,Cricetidae,20,0,0,0,0,0,10,0,40,30,,Ref_3,D2,G,A,1,0,0,,Ref_3,D2,41,Ref_117,1,,RODENTIA,CRICETIDAE,Melanomys,41,,16.9,1.45,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,119,89,26,16,NA,0.75,0.22,0.13,,Forest,IUCN,Terrestrial,,S0,,,,,
169,Mesomys_hispidus,Mesomys hispidus,1001416,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Mesomys,hispidus,Mesomys hispidus,Mesomys hispidus,0,,NA,Mesomys hispidus,2961,Echimyidae,0,0,0,0,0,0,30,0,20,50,,Ref_3,D2,Ar,A,1,0,0,,Ref_1,ABC,175,Ref_117,1,,RODENTIA,ECHIMYIDAE,Mesomys,175,,19.2385,0.97,Nocturnal,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,,187,186,34,13,NA,0.99,0.18,0.07,,Forest,Map,Arboreal,,S0,,,,,
170,Microcavia_australis,Microcavia australis,1001202,RODENTIA,CAVIIDAE,CAVIINAE,NA,Microcavia,australis,Microcavia australis,Microcavia australis,0,,NA,Microcavia australis,3050,Caviidae,0,0,0,0,0,0,30,0,0,70,,Ref_1,ABC,G,A,0,0,1,,Ref_1,ABC,286.1,Ref_117,1,,RODENTIA,CAVIIDAE,Microcavia,286.1,,21,2.48,Other,3,1,1,0,0,0,0,0,1,0,0,0,0,0,,,197,0.1,41,18,NA,0.000507614,0.21,0.09,13; Genus is tailless but entered 0.1 to avoid issues with transformations,Shrubland,Map,Terrestrial,,S0,,,,,
171,Microdipodops_megacephalus,Microdipodops megacephalus,1001909,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Microdipodops,megacephalus,Microdipodops megacephalus,Microdipodops megacephalus,1,,NA,Microdipodops megacephalus,1213,Heteromyidae,20,0,0,0,0,0,0,0,80,0,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,10.45,Ref_117,1,,RODENTIA,HETEROMYIDAE,Microdipodops,12.3,,7.5,3.92,Nocturnal,2,0,0,1,0,0,0,0,1,0,0,0,0,0,,,67,82,24,10,10,1.22,0.36,0.15,,Grassland,Map,Terrestrial,,S1,,,,,
172,Microdipodops_pallidus,Microdipodops pallidus,1001910,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Microdipodops,pallidus,Microdipodops pallidus,Microdipodops pallidus,1,,NA,Microdipodops pallidus,1214,Heteromyidae,20,0,0,0,0,0,0,0,80,0,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,12.5,Ref_117,1,,RODENTIA,HETEROMYIDAE,Microdipodops,13.36,,7.5,3.8925,Nocturnal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,70,88,25,10,10,1.26,0.36,0.14,,Desert,IUCN,Terrestrial,,S1,,,,,
173,Micromys_minutus,Micromys minutus,1003576,RODENTIA,MURIDAE,MURINAE,RATTINI,Micromys,minutus,Micromys minutus,Micromys minutus,0,,NA,Micromys minutus,2485,Muridae,30,0,0,0,0,0,0,0,40,30,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,6,Ref_117,1,,RODENTIA,MURIDAE,Micromys,6.99,,6.7,5.035,Nocturnal,12,1,0,1,1,1,0,0,0,0,0,1,0,0,,,67,60,14,9,NA,0.9,0.21,0.13,,Forest,Map,Terrestrial,,S0,,,,,
174,Microryzomys_minutus,Microryzomys minutus,1002574,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Microryzomys,minutus,Microryzomys minutus,Microryzomys minutus,0,,NA,Microryzomys minutus,1782,Cricetidae,20,0,0,0,0,0,10,0,40,30,,Ref_3,D2,G,A,1,0,0,,Ref_3,D2,13.5,Ref_117,1,,RODENTIA,CRICETIDAE,Microryzomys,13.495,,14.45,NA,Nocturnal,3,1,0,0,1,0,1,0,0,0,0,0,0,0,,,81,115,22,15,NA,1.42,0.27,0.19,,Forest,Map,Terrestrial,,S0,,,,,
175,Microsciurus_flaviventer,Microsciurus flaviventer,1001670,RODENTIA,SCIURIDAE,SCIURINAE,SCIURINI,Microsciurus,flaviventer,Microsciurus flaviventer,Microsciurus flaviventer,0,,NA,Microsciurus flaviventer,854,Sciuridae,0,0,0,0,0,0,50,0,50,0,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,92,Ref_117,1,,RODENTIA,SCIURIDAE,Microsciurus,92,,16,2,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,185,118,41,16,116,0.64,0.22,0.09,,Forest,IUCN,Arboreal,,S0,,,,,
